,wavelength,oxy,deoxy,water,fat,collagen,mel,musp
332,982,5.9974,1.8441,0.426,0.01406,0.070036,71.748,10.253
333,983,5.976,1.8031,0.424,0.0142,0.07133400000000001,71.505,10.237
334,984,5.9546,1.7622,0.422,0.01441,0.072632,71.264,10.221
335,985,5.9289,1.7213,0.42,0.01481,0.07393,71.023,10.205
336,986,5.9032,1.6803,0.418,0.01524,0.07398400000000001,70.78399999999998,10.189
337,987,5.8732,1.6394,0.416,0.01564,0.07403799999999999,70.545,10.173
338,988,5.8432,1.5985,0.414,0.016069999999999997,0.07409199999999999,70.307,10.158
339,989,5.8132,1.5575,0.412,0.01652,0.074146,70.071,10.142
340,990,5.7832,1.5166,0.41,0.017159999999999998,0.0742,69.836,10.126
341,991,5.7532,1.4757,0.405,0.01793,0.07413600000000001,69.601,10.111
342,992,5.7233,1.4347,0.4,0.01891,0.074072,69.368,10.095
343,993,5.6933,1.3938,0.395,0.01994,0.074008,69.13600000000001,10.08
344,994,5.6633,1.3529,0.39,0.02087,0.07394400000000001,68.904,10.065
345,995,5.6333,1.3119999999999998,0.385,0.02178,0.07388,68.67399999999999,10.049
346,996,5.6033,1.271,0.38,0.022719999999999997,0.074062,68.445,10.034
347,997,5.5733,1.2301,0.375,0.02366,0.074244,68.21600000000001,10.019
